ResourceSpeciesID,ConsumerSpeciesID,Type
121,87,Feeding
141,90,Feeding
142,90,Feeding
145,90,Feeding
146,90,Feeding
147,90,Feeding
149,90,Feeding
150,90,Feeding
152,90,Feeding
153,90,Feeding
154,90,Feeding
157,90,Feeding
158,90,Feeding
159,90,Feeding
160,90,Feeding
164,90,Feeding
165,90,Feeding
167,90,Feeding
168,90,Feeding
169,90,Feeding
172,90,Feeding
173,90,Feeding
174,90,Feeding
175,90,Feeding
178,90,Feeding
179,90,Feeding
180,90,Feeding
181,90,Feeding
182,90,Feeding
184,90,Feeding
186,90,Feeding
189,90,Feeding
190,90,Feeding
191,90,Feeding
195,90,Feeding
196,90,Feeding
197,90,Feeding
198,90,Feeding
199,90,Feeding
200,90,Feeding
203,90,Feeding
205,90,Feeding
206,90,Feeding
207,90,Feeding
208,90,Feeding
209,90,Feeding
12,92,Feeding
6,94,Feeding
6,95,Feeding
10,95,Feeding
12,104,Feeding
6,110,Feeding
6,94,Feeding
12,111,Feeding
12,112,Feeding
21,112,Feeding
22,112,Feeding
23,112,Feeding
26,112,Feeding
27,112,Feeding
28,112,Feeding
29,112,Feeding
30,112,Feeding
31,112,Feeding
32,112,Feeding
33,112,Feeding
45,112,Feeding
46,112,Feeding
59,112,Feeding
60,112,Feeding
61,112,Feeding
62,112,Feeding
63,112,Feeding
64,112,Feeding
68,112,Feeding
69,112,Feeding
71,112,Feeding
73,112,Feeding
74,112,Feeding
92,112,Feeding
104,112,Feeding
6,113,Feeding
10,113,Feeding
22,113,Feeding
23,113,Feeding
26,113,Feeding
27,113,Feeding
28,113,Feeding
29,113,Feeding
30,113,Feeding
31,113,Feeding
32,113,Feeding
33,113,Feeding
35,113,Feeding
45,113,Feeding
46,113,Feeding
48,113,Feeding
53,113,Feeding
55,113,Feeding
58,113,Feeding
59,113,Feeding
60,113,Feeding
61,113,Feeding
62,113,Feeding
63,113,Feeding
64,113,Feeding
68,113,Feeding
69,113,Feeding
71,113,Feeding
73,113,Feeding
74,113,Feeding
75,113,Feeding
78,113,Feeding
80,113,Feeding
84,113,Feeding
85,113,Feeding
94,113,Feeding
94,113,Feeding
6,114,Feeding
10,114,Feeding
14,114,Feeding
16,114,Feeding
22,114,Feeding
23,114,Feeding
26,114,Feeding
27,114,Feeding
28,114,Feeding
29,114,Feeding
30,114,Feeding
31,114,Feeding
32,114,Feeding
33,114,Feeding
35,114,Feeding
45,114,Feeding
46,114,Feeding
48,114,Feeding
50,114,Feeding
53,114,Feeding
55,114,Feeding
58,114,Feeding
59,114,Feeding
60,114,Feeding
61,114,Feeding
62,114,Feeding
63,114,Feeding
64,114,Feeding
68,114,Feeding
69,114,Feeding
71,114,Feeding
73,114,Feeding
74,114,Feeding
75,114,Feeding
78,114,Feeding
79,114,Feeding
80,114,Feeding
81,114,Feeding
82,114,Feeding
83,114,Feeding
84,114,Feeding
85,114,Feeding
95,114,Feeding
94,114,Feeding
94,114,Feeding
113,114,Feeding
115,114,Feeding
6,115,Feeding
10,115,Feeding
21,117,Feeding
22,117,Feeding
23,117,Feeding
26,117,Feeding
27,117,Feeding
28,117,Feeding
29,117,Feeding
30,117,Feeding
31,117,Feeding
32,117,Feeding
33,117,Feeding
45,117,Feeding
46,117,Feeding
59,117,Feeding
60,117,Feeding
61,117,Feeding
62,117,Feeding
63,117,Feeding
64,117,Feeding
68,117,Feeding
69,117,Feeding
71,117,Feeding
73,117,Feeding
74,117,Feeding
92,117,Feeding
104,117,Feeding
10,118,Feeding
21,118,Feeding
22,118,Feeding
23,118,Feeding
26,118,Feeding
27,118,Feeding
28,118,Feeding
29,118,Feeding
30,118,Feeding
31,118,Feeding
32,118,Feeding
33,118,Feeding
45,118,Feeding
46,118,Feeding
59,118,Feeding
60,118,Feeding
61,118,Feeding
62,118,Feeding
63,118,Feeding
64,118,Feeding
68,118,Feeding
69,118,Feeding
71,118,Feeding
73,118,Feeding
74,118,Feeding
92,118,Feeding
104,118,Feeding
21,119,Feeding
22,119,Feeding
23,119,Feeding
26,119,Feeding
27,119,Feeding
28,119,Feeding
29,119,Feeding
30,119,Feeding
31,119,Feeding
32,119,Feeding
33,119,Feeding
45,119,Feeding
46,119,Feeding
59,119,Feeding
60,119,Feeding
61,119,Feeding
62,119,Feeding
63,119,Feeding
64,119,Feeding
68,119,Feeding
69,119,Feeding
71,119,Feeding
73,119,Feeding
74,119,Feeding
95,119,Feeding
100,119,Feeding
104,119,Feeding
110,119,Feeding
10,121,Feeding
22,121,Feeding
23,121,Feeding
26,121,Feeding
27,121,Feeding
28,121,Feeding
29,121,Feeding
30,121,Feeding
31,121,Feeding
32,121,Feeding
33,121,Feeding
35,121,Feeding
45,121,Feeding
46,121,Feeding
22,121,Feeding
23,121,Feeding
26,121,Feeding
27,121,Feeding
28,121,Feeding
29,121,Feeding
30,121,Feeding
31,121,Feeding
32,121,Feeding
33,121,Feeding
45,121,Feeding
46,121,Feeding
53,121,Feeding
55,121,Feeding
58,121,Feeding
59,121,Feeding
60,121,Feeding
61,121,Feeding
62,121,Feeding
63,121,Feeding
64,121,Feeding
68,121,Feeding
69,121,Feeding
71,121,Feeding
73,121,Feeding
74,121,Feeding
75,121,Feeding
76,121,Feeding
78,121,Feeding
80,121,Feeding
84,121,Feeding
85,121,Feeding
92,121,Feeding
95,121,Feeding
100,121,Feeding
104,121,Feeding
110,121,Feeding
86,121,Feeding
90,121,Feeding
94,121,Feeding
10,122,Feeding
50,122,Feeding
95,122,Feeding
100,122,Feeding
109,122,Feeding
110,122,Feeding
94,122,Feeding
94,122,Feeding
111,122,Feeding
112,122,Feeding
113,122,Feeding
114,122,Feeding
115,122,Feeding
119,122,Feeding
121,122,Feeding
123,122,Feeding
126,122,Feeding
136,122,Feeding
211,122,Feeding
10,123,Feeding
95,123,Feeding
100,123,Feeding
95,124,Feeding
100,124,Feeding
110,124,Feeding
22,125,Feeding
23,125,Feeding
30,125,Feeding
31,125,Feeding
32,125,Feeding
33,125,Feeding
45,125,Feeding
46,125,Feeding
49,125,Feeding
50,125,Feeding
53,125,Feeding
55,125,Feeding
56,125,Feeding
58,125,Feeding
59,125,Feeding
60,125,Feeding
63,125,Feeding
64,125,Feeding
68,125,Feeding
69,125,Feeding
71,125,Feeding
73,125,Feeding
95,125,Feeding
100,125,Feeding
109,125,Feeding
111,125,Feeding
112,125,Feeding
113,125,Feeding
114,125,Feeding
115,125,Feeding
119,125,Feeding
121,125,Feeding
123,125,Feeding
126,125,Feeding
136,125,Feeding
211,125,Feeding
95,126,Feeding
100,126,Feeding
110,126,Feeding
50,129,Feeding
59,129,Feeding
60,129,Feeding
63,129,Feeding
64,129,Feeding
68,129,Feeding
69,129,Feeding
71,129,Feeding
73,129,Feeding
111,129,Feeding
112,129,Feeding
113,129,Feeding
114,129,Feeding
115,129,Feeding
117,129,Feeding
118,129,Feeding
119,129,Feeding
121,129,Feeding
123,129,Feeding
125,129,Feeding
126,129,Feeding
132,129,Feeding
135,129,Feeding
136,129,Feeding
211,129,Feeding
50,130,Feeding
59,130,Feeding
60,130,Feeding
63,130,Feeding
64,130,Feeding
68,130,Feeding
69,130,Feeding
71,130,Feeding
73,130,Feeding
111,130,Feeding
112,130,Feeding
113,130,Feeding
114,130,Feeding
115,130,Feeding
117,130,Feeding
118,130,Feeding
119,130,Feeding
121,130,Feeding
123,130,Feeding
125,130,Feeding
126,130,Feeding
132,130,Feeding
135,130,Feeding
136,130,Feeding
211,130,Feeding
33,131,Feeding
49,131,Feeding
50,131,Feeding
59,131,Feeding
63,131,Feeding
64,131,Feeding
68,131,Feeding
69,131,Feeding
71,131,Feeding
73,131,Feeding
111,131,Feeding
112,131,Feeding
113,131,Feeding
114,131,Feeding
115,131,Feeding
211,131,Feeding
50,132,Feeding
95,132,Feeding
109,132,Feeding
113,132,Feeding
114,132,Feeding
117,132,Feeding
119,132,Feeding
121,132,Feeding
123,132,Feeding
124,132,Feeding
125,132,Feeding
126,132,Feeding
132,132,Feeding
133,132,Feeding
135,132,Feeding
136,132,Feeding
30,133,Feeding
50,133,Feeding
53,133,Feeding
56,133,Feeding
58,133,Feeding
59,133,Feeding
60,133,Feeding
63,133,Feeding
64,133,Feeding
68,133,Feeding
69,133,Feeding
71,133,Feeding
73,133,Feeding
95,133,Feeding
100,133,Feeding
109,133,Feeding
111,133,Feeding
112,133,Feeding
113,133,Feeding
114,133,Feeding
115,133,Feeding
119,133,Feeding
121,133,Feeding
123,133,Feeding
126,133,Feeding
136,133,Feeding
211,133,Feeding
33,134,Feeding
49,134,Feeding
50,134,Feeding
59,134,Feeding
63,134,Feeding
64,134,Feeding
68,134,Feeding
69,134,Feeding
71,134,Feeding
73,134,Feeding
111,134,Feeding
112,134,Feeding
113,134,Feeding
114,134,Feeding
115,134,Feeding
211,134,Feeding
50,135,Feeding
95,135,Feeding
100,135,Feeding
113,135,Feeding
114,135,Feeding
119,135,Feeding
122,135,Feeding
126,135,Feeding
136,135,Feeding
22,136,Feeding
23,136,Feeding
31,136,Feeding
32,136,Feeding
33,136,Feeding
95,136,Feeding
100,136,Feeding
110,136,Feeding
50,137,Feeding
59,137,Feeding
63,137,Feeding
64,137,Feeding
68,137,Feeding
69,137,Feeding
71,137,Feeding
73,137,Feeding
111,137,Feeding
112,137,Feeding
113,137,Feeding
114,137,Feeding
115,137,Feeding
119,137,Feeding
126,137,Feeding
136,137,Feeding
211,137,Feeding
50,140,Feeding
59,140,Feeding
63,140,Feeding
64,140,Feeding
68,140,Feeding
69,140,Feeding
71,140,Feeding
73,140,Feeding
111,140,Feeding
112,140,Feeding
113,140,Feeding
114,140,Feeding
115,140,Feeding
119,140,Feeding
126,140,Feeding
136,140,Feeding
211,140,Feeding
22,141,Feeding
23,141,Feeding
26,141,Feeding
27,141,Feeding
28,141,Feeding
29,141,Feeding
30,141,Feeding
31,141,Feeding
32,141,Feeding
33,141,Feeding
35,141,Feeding
45,141,Feeding
46,141,Feeding
53,141,Feeding
55,141,Feeding
58,141,Feeding
79,141,Feeding
81,141,Feeding
83,141,Feeding
94,141,Feeding
110,141,Feeding
86,141,Feeding
90,141,Feeding
119,141,Feeding
121,141,Feeding
126,141,Feeding
136,141,Feeding
50,142,Feeding
94,142,Feeding
113,142,Feeding
114,142,Feeding
115,142,Feeding
117,142,Feeding
118,142,Feeding
119,142,Feeding
121,142,Feeding
122,142,Feeding
123,142,Feeding
124,142,Feeding
125,142,Feeding
126,142,Feeding
132,142,Feeding
135,142,Feeding
136,142,Feeding
12,145,Feeding
14,145,Feeding
16,145,Feeding
75,145,Feeding
78,145,Feeding
80,145,Feeding
84,145,Feeding
85,145,Feeding
95,145,Feeding
86,145,Feeding
90,145,Feeding
94,145,Feeding
94,145,Feeding
22,146,Feeding
23,146,Feeding
26,146,Feeding
27,146,Feeding
28,146,Feeding
29,146,Feeding
30,146,Feeding
31,146,Feeding
32,146,Feeding
33,146,Feeding
35,146,Feeding
45,146,Feeding
46,146,Feeding
50,146,Feeding
53,146,Feeding
55,146,Feeding
58,146,Feeding
59,146,Feeding
60,146,Feeding
61,146,Feeding
62,146,Feeding
63,146,Feeding
64,146,Feeding
68,146,Feeding
69,146,Feeding
74,146,Feeding
79,146,Feeding
81,146,Feeding
83,146,Feeding
94,146,Feeding
95,146,Feeding
109,146,Feeding
113,146,Feeding
114,146,Feeding
115,146,Feeding
119,146,Feeding
126,146,Feeding
136,146,Feeding
50,147,Feeding
113,147,Feeding
114,147,Feeding
115,147,Feeding
117,147,Feeding
118,147,Feeding
119,147,Feeding
121,147,Feeding
122,147,Feeding
123,147,Feeding
124,147,Feeding
125,147,Feeding
126,147,Feeding
132,147,Feeding
135,147,Feeding
136,147,Feeding
117,149,Feeding
118,149,Feeding
119,149,Feeding
121,149,Feeding
123,149,Feeding
126,149,Feeding
136,149,Feeding
50,150,Feeding
75,150,Feeding
78,150,Feeding
79,150,Feeding
80,150,Feeding
81,150,Feeding
83,150,Feeding
95,150,Feeding
109,150,Feeding
113,150,Feeding
114,150,Feeding
115,150,Feeding
4,152,Feeding
7,152,Feeding
8,152,Feeding
10,152,Feeding
11,152,Feeding
14,152,Feeding
16,152,Feeding
17,152,Feeding
48,152,Feeding
75,152,Feeding
78,152,Feeding
80,152,Feeding
84,152,Feeding
85,152,Feeding
95,152,Feeding
94,152,Feeding
94,152,Feeding
117,153,Feeding
118,153,Feeding
119,153,Feeding
121,153,Feeding
122,153,Feeding
123,153,Feeding
124,153,Feeding
125,153,Feeding
126,153,Feeding
132,153,Feeding
135,153,Feeding
136,153,Feeding
50,154,Feeding
59,154,Feeding
60,154,Feeding
62,154,Feeding
63,154,Feeding
64,154,Feeding
68,154,Feeding
69,154,Feeding
75,154,Feeding
78,154,Feeding
79,154,Feeding
80,154,Feeding
81,154,Feeding
83,154,Feeding
84,154,Feeding
85,154,Feeding
95,154,Feeding
113,154,Feeding
114,154,Feeding
115,154,Feeding
50,157,Feeding
59,157,Feeding
60,157,Feeding
62,157,Feeding
63,157,Feeding
64,157,Feeding
68,157,Feeding
69,157,Feeding
71,157,Feeding
73,157,Feeding
113,157,Feeding
114,157,Feeding
117,157,Feeding
118,157,Feeding
121,157,Feeding
117,158,Feeding
118,158,Feeding
119,158,Feeding
121,158,Feeding
123,158,Feeding
126,158,Feeding
136,158,Feeding
12,159,Feeding
14,159,Feeding
16,159,Feeding
75,159,Feeding
78,159,Feeding
80,159,Feeding
84,159,Feeding
85,159,Feeding
95,159,Feeding
86,159,Feeding
90,159,Feeding
94,159,Feeding
94,159,Feeding
50,160,Feeding
75,160,Feeding
78,160,Feeding
79,160,Feeding
80,160,Feeding
81,160,Feeding
82,160,Feeding
83,160,Feeding
84,160,Feeding
85,160,Feeding
94,160,Feeding
95,160,Feeding
109,160,Feeding
113,160,Feeding
114,160,Feeding
115,160,Feeding
121,160,Feeding
122,160,Feeding
123,160,Feeding
124,160,Feeding
22,164,Feeding
23,164,Feeding
26,164,Feeding
27,164,Feeding
28,164,Feeding
29,164,Feeding
30,164,Feeding
31,164,Feeding
32,164,Feeding
33,164,Feeding
35,164,Feeding
45,164,Feeding
46,164,Feeding
49,164,Feeding
52,164,Feeding
53,164,Feeding
55,164,Feeding
57,164,Feeding
58,164,Feeding
59,164,Feeding
60,164,Feeding
63,164,Feeding
64,164,Feeding
68,164,Feeding
69,164,Feeding
79,164,Feeding
81,164,Feeding
83,164,Feeding
95,164,Feeding
109,164,Feeding
121,164,Feeding
123,164,Feeding
50,165,Feeding
95,165,Feeding
113,165,Feeding
114,165,Feeding
115,165,Feeding
117,165,Feeding
118,165,Feeding
119,165,Feeding
121,165,Feeding
122,165,Feeding
123,165,Feeding
124,165,Feeding
125,165,Feeding
126,165,Feeding
132,165,Feeding
135,165,Feeding
136,165,Feeding
117,167,Feeding
118,167,Feeding
119,167,Feeding
121,167,Feeding
123,167,Feeding
126,167,Feeding
136,167,Feeding
117,168,Feeding
118,168,Feeding
119,168,Feeding
121,168,Feeding
122,168,Feeding
123,168,Feeding
124,168,Feeding
125,168,Feeding
126,168,Feeding
132,168,Feeding
135,168,Feeding
136,168,Feeding
117,169,Feeding
118,169,Feeding
119,169,Feeding
121,169,Feeding
122,169,Feeding
123,169,Feeding
124,169,Feeding
125,169,Feeding
126,169,Feeding
132,169,Feeding
135,169,Feeding
136,169,Feeding
22,172,Feeding
23,172,Feeding
26,172,Feeding
27,172,Feeding
28,172,Feeding
29,172,Feeding
30,172,Feeding
31,172,Feeding
32,172,Feeding
33,172,Feeding
35,172,Feeding
45,172,Feeding
46,172,Feeding
49,172,Feeding
52,172,Feeding
53,172,Feeding
55,172,Feeding
57,172,Feeding
58,172,Feeding
79,172,Feeding
81,172,Feeding
83,172,Feeding
94,172,Feeding
86,172,Feeding
90,172,Feeding
119,172,Feeding
126,172,Feeding
136,172,Feeding
12,173,Feeding
14,173,Feeding
16,173,Feeding
75,173,Feeding
78,173,Feeding
80,173,Feeding
84,173,Feeding
85,173,Feeding
95,173,Feeding
86,173,Feeding
90,173,Feeding
94,173,Feeding
94,173,Feeding
94,174,Feeding
109,174,Feeding
50,175,Feeding
61,175,Feeding
71,175,Feeding
73,175,Feeding
74,175,Feeding
111,175,Feeding
112,175,Feeding
113,175,Feeding
114,175,Feeding
115,175,Feeding
119,175,Feeding
126,175,Feeding
136,175,Feeding
211,175,Feeding
22,178,Feeding
23,178,Feeding
26,178,Feeding
27,178,Feeding
28,178,Feeding
29,178,Feeding
30,178,Feeding
31,178,Feeding
32,178,Feeding
33,178,Feeding
35,178,Feeding
45,178,Feeding
46,178,Feeding
53,178,Feeding
55,178,Feeding
58,178,Feeding
64,178,Feeding
79,178,Feeding
81,178,Feeding
83,178,Feeding
94,178,Feeding
95,178,Feeding
100,178,Feeding
109,178,Feeding
94,178,Feeding
94,178,Feeding
121,178,Feeding
123,178,Feeding
4,179,Feeding
7,179,Feeding
8,179,Feeding
10,179,Feeding
11,179,Feeding
14,179,Feeding
16,179,Feeding
17,179,Feeding
48,179,Feeding
75,179,Feeding
78,179,Feeding
80,179,Feeding
84,179,Feeding
85,179,Feeding
95,179,Feeding
86,179,Feeding
90,179,Feeding
94,179,Feeding
94,179,Feeding
117,180,Feeding
118,180,Feeding
119,180,Feeding
121,180,Feeding
123,180,Feeding
126,180,Feeding
136,180,Feeding
22,181,Feeding
23,181,Feeding
26,181,Feeding
27,181,Feeding
28,181,Feeding
29,181,Feeding
30,181,Feeding
31,181,Feeding
32,181,Feeding
33,181,Feeding
35,181,Feeding
45,181,Feeding
46,181,Feeding
49,181,Feeding
50,181,Feeding
52,181,Feeding
53,181,Feeding
55,181,Feeding
57,181,Feeding
58,181,Feeding
59,181,Feeding
60,181,Feeding
63,181,Feeding
64,181,Feeding
68,181,Feeding
69,181,Feeding
82,181,Feeding
95,181,Feeding
109,181,Feeding
113,181,Feeding
114,181,Feeding
115,181,Feeding
119,181,Feeding
126,181,Feeding
136,181,Feeding
4,182,Feeding
7,182,Feeding
8,182,Feeding
9,182,Feeding
10,182,Feeding
11,182,Feeding
14,182,Feeding
16,182,Feeding
17,182,Feeding
48,182,Feeding
49,182,Feeding
52,182,Feeding
57,182,Feeding
75,182,Feeding
78,182,Feeding
79,182,Feeding
80,182,Feeding
84,182,Feeding
85,182,Feeding
95,182,Feeding
86,182,Feeding
90,182,Feeding
94,182,Feeding
94,182,Feeding
150,184,Feeding
164,184,Feeding
178,184,Feeding
195,184,Feeding
196,184,Feeding
207,184,Feeding
117,186,Feeding
118,186,Feeding
121,186,Feeding
122,186,Feeding
123,186,Feeding
124,186,Feeding
125,186,Feeding
132,186,Feeding
135,186,Feeding
50,189,Feeding
59,189,Feeding
60,189,Feeding
62,189,Feeding
63,189,Feeding
64,189,Feeding
68,189,Feeding
69,189,Feeding
71,189,Feeding
73,189,Feeding
113,189,Feeding
114,189,Feeding
117,189,Feeding
118,189,Feeding
117,190,Feeding
118,190,Feeding
119,190,Feeding
121,190,Feeding
122,190,Feeding
123,190,Feeding
124,190,Feeding
125,190,Feeding
126,190,Feeding
132,190,Feeding
135,190,Feeding
136,190,Feeding
50,191,Feeding
113,191,Feeding
114,191,Feeding
115,191,Feeding
117,191,Feeding
118,191,Feeding
119,191,Feeding
121,191,Feeding
122,191,Feeding
123,191,Feeding
124,191,Feeding
125,191,Feeding
126,191,Feeding
132,191,Feeding
135,191,Feeding
136,191,Feeding
50,195,Feeding
75,195,Feeding
78,195,Feeding
79,195,Feeding
80,195,Feeding
81,195,Feeding
83,195,Feeding
95,195,Feeding
109,195,Feeding
113,195,Feeding
114,195,Feeding
115,195,Feeding
22,196,Feeding
23,196,Feeding
26,196,Feeding
27,196,Feeding
28,196,Feeding
29,196,Feeding
30,196,Feeding
31,196,Feeding
32,196,Feeding
33,196,Feeding
35,196,Feeding
45,196,Feeding
46,196,Feeding
49,196,Feeding
50,196,Feeding
53,196,Feeding
55,196,Feeding
58,196,Feeding
59,196,Feeding
60,196,Feeding
63,196,Feeding
64,196,Feeding
68,196,Feeding
69,196,Feeding
71,196,Feeding
73,196,Feeding
75,196,Feeding
76,196,Feeding
78,196,Feeding
79,196,Feeding
80,196,Feeding
81,196,Feeding
82,196,Feeding
83,196,Feeding
84,196,Feeding
85,196,Feeding
95,196,Feeding
94,196,Feeding
94,196,Feeding
113,196,Feeding
119,196,Feeding
121,196,Feeding
123,196,Feeding
126,196,Feeding
136,196,Feeding
22,197,Feeding
23,197,Feeding
26,197,Feeding
27,197,Feeding
28,197,Feeding
29,197,Feeding
30,197,Feeding
31,197,Feeding
32,197,Feeding
33,197,Feeding
35,197,Feeding
45,197,Feeding
46,197,Feeding
53,197,Feeding
55,197,Feeding
58,197,Feeding
62,197,Feeding
64,197,Feeding
94,197,Feeding
50,198,Feeding
94,198,Feeding
113,198,Feeding
114,198,Feeding
115,198,Feeding
117,198,Feeding
118,198,Feeding
119,198,Feeding
121,198,Feeding
122,198,Feeding
123,198,Feeding
124,198,Feeding
125,198,Feeding
126,198,Feeding
132,198,Feeding
135,198,Feeding
136,198,Feeding
94,199,Feeding
109,199,Feeding
50,200,Feeding
75,200,Feeding
78,200,Feeding
79,200,Feeding
80,200,Feeding
81,200,Feeding
82,200,Feeding
83,200,Feeding
84,200,Feeding
85,200,Feeding
94,200,Feeding
95,200,Feeding
109,200,Feeding
113,200,Feeding
114,200,Feeding
115,200,Feeding
121,200,Feeding
122,200,Feeding
123,200,Feeding
